Timestamp,ID,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Label
0.655888,0220,8,03,f9,03,09,00,39,10,00,0
0.656075,02b0,5,00,00,07,11,00,00,00,00,0
0.657034,0350,8,20,24,79,7b,00,00,03,00,0
0.659433,0587,8,00,00,00,00,00,00,0e,00,0
0.659659,04f2,8,00,00,38,00,00,00,93,00,0
0.659925,043f,8,50,60,ff,4b,8c,09,00,00,0
0.660162,0316,8,21,9e,0a,21,1a,00,7f,00,0
0.660393,0329,8,a7,7f,8c,11,2e,00,10,00,0
0.660563,0050,4,82,00,00,00,00,00,00,00,0
0.660804,0080,8,17,9e,0a,21,1a,21,15,00,0
0.661039,0081,8,84,60,00,00,00,00,35,00,0
0.661287,018f,8,29,21,00,00,45,00,00,00,0
0.661517,0260,8,21,00,30,ff,93,65,1f,00,0
0.661753,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.661994,0370,8,20,00,80,ff,00,00,64,00,0
0.662239,0382,8,fe,0f,00,00,00,00,0c,00,0
0.662486,0440,8,50,00,00,ff,8c,09,00,00,0
0.662733,04b1,8,01,00,00,00,00,00,01,00,0
0.662986,0164,8,08,00,00,00,00,03,0b,00,0
0.663222,0545,8,18,00,8a,3b,00,3b,00,00,0
0.663726,00a0,8,76,d6,0a,00,25,00,02,00,0
0.663955,00a1,8,86,80,80,27,00,00,00,00,0
0.664038,0164,0,00,00,00,00,00,00,00,00,0
0.664302,0164,8,08,00,00,00,00,03,0b,00,0
0.665348,0153,8,80,10,ff,00,ff,b0,3e,00,0
0.665612,0165,8,f8,7f,00,00,00,02,8b,00,0
0.665816,01f1,8,00,00,00,00,00,00,00,00,0
0.666055,0220,8,03,f9,03,0c,00,39,10,00,0
0.666237,02b0,5,00,00,07,22,00,00,00,00,0
0.669711,04f0,8,00,28,00,00,ce,d2,04,00,0
0.669922,043f,8,50,60,ff,4b,8c,09,00,00,0
0.670154,0316,8,21,9e,0a,21,1a,00,7f,00,0
0.670399,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.670642,0018,8,00,01,70,01,00,20,10,00,0
0.670871,0080,8,17,9e,0a,21,1a,21,06,00,0
0.671117,0081,8,84,60,00,00,00,00,26,00,0
0.671362,018f,8,29,21,00,00,45,00,00,00,0
0.671596,0260,8,21,00,30,ff,93,65,2e,00,0
0.671828,0329,8,a7,7f,8c,11,2e,00,10,00,0
0.67207,0370,8,20,00,80,ff,00,00,28,00,0
0.672309,0440,8,a0,00,00,ff,8c,09,00,00,0
0.672563,04b0,8,00,00,00,00,00,00,00,00,0
0.672815,0164,8,08,00,00,00,00,04,0c,00,0
0.673046,0545,8,0f,00,89,3b,00,3b,00,00,0
0.673946,01f1,0,00,00,00,00,00,00,00,00,0
0.674198,01f1,8,00,00,00,00,00,00,00,00,0
0.675285,0153,8,80,10,ff,00,ff,c0,4e,00,0
0.67549,0220,8,03,fc,03,09,00,39,10,00,0
0.675732,0165,8,f8,7f,00,00,00,03,8a,00,0
0.675915,02b0,5,00,00,07,03,00,00,00,00,0
0.67699,0350,8,20,34,79,7b,00,00,13,00,0
0.679794,04f2,8,00,00,38,00,00,00,94,00,0
0.679997,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.68023,0260,8,21,00,30,ff,93,61,31,00,0
0.680471,0080,8,17,b6,0a,21,1a,21,57,00,0
0.680707,0081,8,84,60,00,00,00,00,17,00,0
0.680949,018f,8,29,21,00,00,45,00,00,00,0
0.68119,0316,8,21,b6,0a,21,1a,00,7f,00,0
0.681418,0329,8,a7,7f,8c,11,2e,00,10,00,0
0.681657,0370,8,20,00,80,ff,00,00,ec,00,0
0.68191,0382,8,fe,0f,00,00,00,00,00,00,0
0.682152,043f,8,50,60,ff,4b,8c,09,00,00,0
0.682393,0440,8,f0,00,00,ff,8c,09,00,00,0
0.68264,04b1,8,01,00,00,00,00,00,01,00,0
0.682889,0164,8,08,00,00,00,00,05,0d,00,0
0.683119,0545,8,0f,00,8b,37,00,3a,00,00,0
0.684237,0220,0,00,00,00,00,00,00,00,00,0
0.684472,0220,8,03,fc,03,09,00,39,10,00,0
0.685188,0153,8,80,10,ff,00,ff,d0,5e,00,0
0.685422,01f1,8,00,00,00,00,00,00,00,00,0
0.685659,0165,8,f8,7f,00,00,00,04,8e,00,0
0.685894,0220,8,03,fc,03,09,00,39,10,00,0
0.686069,02b0,5,00,00,07,74,00,00,00,00,0
0.689937,0316,8,21,d6,0a,21,1a,00,7f,00,0
0.690135,0260,8,21,00,30,ff,93,61,04,00,0
0.690383,018f,8,29,21,00,00,45,00,00,00,0
0.690625,0080,8,17,d6,0a,21,1a,21,28,00,0
0.690859,0081,8,84,60,00,00,00,00,08,00,0
0.691094,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.691331,0329,8,a7,7f,8c,11,2e,00,10,00,0
0.691569,0370,8,20,00,80,ff,00,00,a0,00,0
0.69181,043f,8,50,60,ff,4b,88,09,00,00,0
0.692054,0440,8,00,00,00,ff,88,09,00,00,0
0.692303,04b0,8,00,00,00,00,00,00,00,00,0
0.692555,0164,8,08,00,00,00,00,06,0e,00,0
0.692798,04f0,8,00,2a,00,00,ce,d2,04,00,0
0.693031,0545,8,0f,00,8b,37,00,3a,00,00,0
0.693273,04f1,8,16,00,00,00,00,00,00,00,0
0.693534,0690,8,00,01,20,a0,00,04,08,00,0
0.694522,02c0,0,00,00,00,00,00,00,00,00,0
0.694778,02c0,8,00,00,00,00,00,00,00,00,0
0.695088,0153,8,80,10,ff,00,ff,e0,6e,00,0
0.695324,0220,8,03,fd,03,0c,00,39,10,00,0
0.69556,0165,8,e8,7f,00,00,00,05,9f,00,0
0.695742,02b0,5,00,00,07,55,00,00,00,00,0
0.695897,05e4,3,02,00,00,00,00,00,00,00,0
0.697002,0350,8,20,44,79,7b,00,00,63,00,0
0.699743,04f2,8,00,10,38,00,00,00,95,00,0
0.699953,0370,8,20,00,80,ff,00,00,64,00,0
0.700185,0316,8,21,d6,0a,21,1a,00,7f,00,0
0.700426,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.700652,0080,8,17,d6,0a,21,1a,21,19,00,0
0.7009,0081,8,84,60,00,00,00,00,f9,00,0
0.70114,018f,8,29,21,00,00,45,00,00,00,0
0.701371,0260,8,21,00,30,ff,93,61,13,00,0
0.701603,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.701853,0382,8,fe,0f,00,00,00,00,04,00,0
0.702093,043f,8,50,60,ff,4b,88,09,00,00,0
0.702342,0440,8,50,00,00,ff,8c,09,00,00,0
0.702591,04b1,8,01,00,00,00,00,00,01,00,0
0.702835,0164,8,08,00,00,00,00,07,0f,00,0
0.703072,0545,8,0f,00,8c,37,00,3a,00,00,0
0.703326,059b,8,00,00,00,00,00,00,00,00,0
0.704818,04b0,0,00,00,00,00,00,00,00,00,0
0.705067,04b0,8,00,00,00,00,00,00,00,00,0
0.705305,0153,8,80,10,ff,00,ff,00,8e,00,0
0.705535,0165,8,e8,7f,00,00,00,06,9c,00,0
0.705786,01f1,8,00,00,00,00,00,00,00,00,0
0.706021,0220,8,03,02,04,0c,00,3b,10,00,0
0.706203,02b0,5,00,00,07,46,00,00,00,00,0
0.709715,04f0,8,00,2c,00,00,ce,d2,04,00,0
0.709926,043f,8,50,60,ff,4b,8c,09,00,00,0
0.710158,0316,8,21,d6,0a,21,1a,00,7f,00,0
0.710407,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.710634,0080,8,17,d6,0a,21,1a,21,0a,00,0
0.710869,0081,8,84,60,00,00,00,00,ea,00,0
0.711117,018f,8,29,21,00,00,45,00,00,00,0
0.711353,0260,8,21,00,30,ff,93,61,22,00,0
0.711581,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.711829,0370,8,20,00,80,ff,00,00,28,00,0
0.712065,0440,8,a0,00,00,ff,90,09,00,00,0
0.712318,04b0,8,00,00,00,00,00,00,00,00,0
0.712567,0164,8,08,00,00,00,00,08,00,00,0
0.712819,0510,8,00,00,00,00,00,00,00,00,0
0.713053,0545,8,0f,00,8d,37,00,3a,00,00,0
0.714951,0153,8,80,10,ff,00,ff,10,9e,00,0
0.715157,0220,8,03,07,04,09,00,3b,10,00,0
0.715242,04b1,0,00,00,00,00,00,00,00,00,0
0.715492,0165,8,e8,7f,00,00,00,07,9d,00,0
0.715669,02b0,5,00,00,07,77,00,00,00,00,0
0.715924,04b1,8,01,00,00,00,00,00,01,00,0
0.71709,0350,8,20,54,79,7b,00,00,73,00,0
0.719688,04f2,8,00,10,38,00,00,00,96,00,0
0.719893,0316,8,21,b8,0a,21,1a,00,7f,00,0
0.720122,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.720359,0080,8,17,b8,0a,21,1a,21,fb,00,0
0.720607,0081,8,84,60,00,00,00,00,db,00,0
0.720852,018f,8,29,21,00,00,45,00,00,00,0
0.721082,0260,8,21,00,30,ff,93,65,3d,00,0
0.72131,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.721551,0370,8,20,00,80,ff,00,00,ec,00,0
0.721801,0382,8,fe,0f,00,00,00,00,08,00,0
0.722039,043f,8,50,60,ff,4b,8c,09,00,00,0
0.722284,0440,8,f0,00,00,ff,90,09,00,00,0
0.722536,04b1,8,01,00,00,00,00,00,01,00,0
0.722779,0164,8,08,00,00,00,00,09,01,00,0
0.723009,0545,8,0f,00,8c,38,00,3b,00,00,0
0.724865,0153,8,80,10,ff,00,ff,20,ae,00,0
0.725102,01f1,8,00,00,00,00,00,00,00,00,0
0.725326,0220,8,03,07,04,0c,00,3b,10,00,0
0.725506,02b0,5,00,00,07,88,00,00,00,00,0
0.725745,0165,8,d8,7f,00,00,00,08,a1,00,0
0.725835,05a0,0,00,00,00,00,00,00,00,00,0
0.726101,05a0,8,00,00,00,00,00,00,00,00,0
0.729712,04f0,8,00,2e,00,00,ce,d2,04,00,0
0.729929,04b0,8,00,00,00,00,00,00,00,00,0
0.730175,0164,8,08,00,00,00,00,0a,02,00,0
0.730414,0316,8,21,b8,0a,21,1a,00,7f,00,0
0.730641,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.730868,0080,8,17,b8,0a,21,1a,21,ec,00,0
0.731118,0081,8,84,60,00,00,00,00,cc,00,0
0.731358,018f,8,29,21,00,00,45,00,00,00,0
0.73159,0260,8,21,00,30,ff,93,65,00,00,0
0.731829,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.732075,0370,8,20,00,80,ff,00,00,a0,00,0
0.732314,043f,8,50,60,ff,4b,8c,09,00,00,0
0.732552,0440,8,00,00,00,ff,8c,09,00,00,0
0.732786,0545,8,0f,00,8b,38,00,3b,00,00,0
0.734791,0153,8,80,10,ff,00,ff,30,be,00,0
0.734999,0220,8,03,01,04,0c,00,3b,10,00,0
0.735472,02b0,5,00,00,07,99,00,00,00,00,0
0.735696,0165,8,f8,7f,00,00,00,09,80,00,0
0.736023,05a2,0,00,00,00,00,00,00,00,00,0
0.736193,05a2,4,00,a5,01,00,00,00,00,00,0
0.736703,02c0,8,00,00,00,00,00,00,00,00,0
0.737074,0350,8,20,64,79,7b,00,00,43,00,0
0.739746,04b1,8,01,00,00,00,00,00,01,00,0
0.739966,0164,8,08,00,00,00,00,0b,03,00,0
0.740199,0316,8,21,a4,0a,21,1a,00,7f,00,0
0.740438,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.74067,0080,8,17,a4,0a,21,1a,21,2d,00,0
0.740912,0081,8,84,60,00,00,00,00,bd,00,0
0.741159,018f,8,29,21,00,00,45,00,00,00,0
0.741391,0260,8,21,00,30,ff,93,65,1f,00,0
0.741623,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.741861,0370,8,20,00,80,ff,00,00,64,00,0
0.742108,0382,8,fe,0f,00,00,00,00,0c,00,0
0.742349,043f,8,50,60,ff,4b,8c,09,00,00,0
0.742594,0440,8,50,00,00,ff,8c,09,00,00,0
0.742836,04f2,8,00,10,38,00,00,00,97,00,0
0.743073,0545,8,0f,00,8b,39,00,3c,00,00,0
0.744714,0153,8,80,10,ff,00,ff,40,ce,00,0
0.744927,01f1,8,00,00,00,00,00,00,00,00,0
0.745154,0220,8,03,fc,03,0c,00,3c,10,00,0
0.745473,02b0,5,00,00,07,9a,00,00,00,00,0
0.745707,0165,8,f8,7f,00,00,00,0a,83,00,0
0.746327,0153,0,00,00,00,00,00,00,00,00,0
0.746567,0153,8,80,10,ff,00,ff,40,ce,00,0
0.749676,04b0,8,00,00,00,00,00,00,00,00,0
0.749893,0164,8,08,00,00,00,00,0c,04,00,0
0.750125,0316,8,21,a4,0a,21,1a,00,7f,00,0
0.750361,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.750596,0080,8,17,a4,0a,21,1a,21,1e,00,0
0.75084,0081,8,84,60,00,00,00,00,ae,00,0
0.751079,0110,8,3c,30,09,00,00,00,00,00,0
0.751319,018f,8,29,21,00,00,45,00,00,00,0
0.751553,0260,8,21,00,30,ff,93,65,2e,00,0
0.751792,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.75204,0370,8,20,00,80,ff,00,00,28,00,0
0.752278,043f,8,50,60,ff,4b,88,09,00,00,0
0.752515,0440,8,a0,00,00,ff,88,09,00,00,0
0.752758,04f0,8,00,30,00,00,ce,d2,04,00,0
0.753,0545,8,0f,00,8b,39,00,3c,00,00,0
0.754628,0153,8,80,10,ff,00,ff,50,de,00,0
0.75485,0220,8,03,fc,03,09,00,3f,10,00,0
0.755449,02b0,5,00,00,07,9b,00,00,00,00,0
0.755673,0165,8,e8,7f,00,00,00,0b,92,00,0
0.756626,0164,0,00,00,00,00,00,00,00,00,0
0.756875,0164,8,08,00,00,00,00,0c,04,00,0
0.757111,0350,8,20,74,79,7b,00,00,53,00,0
0.75944,0587,8,00,00,00,00,00,00,00,00,0
0.759657,04b1,8,01,00,00,00,00,00,01,00,0
0.759903,0164,8,08,00,00,00,00,0d,05,00,0
0.760147,0370,8,20,00,80,ff,00,00,ec,00,0
0.760387,043f,8,50,60,ff,4b,88,09,00,00,0
0.760634,0440,8,f0,00,00,ff,88,09,00,00,0
0.760867,0316,8,21,a4,0a,21,1a,00,7f,00,0
0.761098,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.761332,0080,8,17,a4,0a,21,1a,21,0f,00,0
0.761581,0081,8,84,60,00,00,00,00,9f,00,0
0.761823,018f,8,29,21,00,00,45,00,00,00,0
0.762059,0260,8,21,00,30,ff,93,63,3f,00,0
0.76229,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.762539,0382,8,fe,0f,00,00,00,00,00,00,0
0.762784,04f2,8,00,10,38,00,00,00,98,00,0
0.763018,0545,8,0f,00,8b,36,00,3c,00,00,0
0.764537,0153,8,80,10,ff,00,ff,60,ee,00,0
0.764768,01f1,8,00,00,00,00,00,00,00,00,0
0.765001,0220,8,03,ff,03,09,00,3f,10,00,0
0.765446,02b0,5,00,00,07,9c,00,00,00,00,0
0.765671,0165,8,e8,7f,00,00,00,0c,95,00,0
0.766938,01f1,0,00,00,00,00,00,00,00,00,0
0.767203,01f1,8,00,00,00,00,00,00,00,00,0
0.769509,04b0,8,00,00,00,00,00,00,00,00,0
0.769726,0164,8,08,00,00,00,00,0e,06,00,0
0.769957,0316,8,21,d8,0a,21,1a,00,7f,00,0
0.770199,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.770439,0080,8,17,d8,0a,21,1a,21,80,00,0
0.770679,0081,8,84,60,00,00,00,00,80,00,0
0.770922,018f,8,29,21,00,00,45,00,00,00,0
0.771157,0260,8,21,00,30,ff,93,63,02,00,0
0.771394,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.771638,0370,8,20,00,80,ff,00,00,a0,00,0
0.771884,043f,8,50,60,ff,4b,88,09,00,00,0
0.772125,0440,8,00,00,00,ff,88,09,00,00,0
0.772363,04f0,8,00,32,00,00,ce,d2,04,00,0
0.772595,0545,8,0f,00,8b,36,00,3a,00,00,0
0.772831,00a0,8,76,d6,0a,00,25,00,02,00,0
0.77307,00a1,8,86,80,80,28,00,00,00,00,0
0.77446,0153,8,80,10,ff,00,ff,70,fe,00,0
0.774677,0220,8,03,fc,03,09,00,3f,10,00,0
0.775452,02b0,5,00,00,07,dd,00,00,00,00,0
0.775674,0165,8,e8,7f,00,00,00,0d,94,00,0
0.77706,0350,8,20,84,79,7b,00,00,a3,00,0
0.77732,0220,0,00,00,00,00,00,00,00,00,0
0.777565,0220,8,03,fc,03,09,00,3f,10,00,0
0.779419,04b1,8,01,00,00,00,00,00,01,00,0
0.779637,0164,8,08,00,00,00,00,0f,07,00,0
0.779881,04f2,8,00,10,38,00,00,00,99,00,0
0.780124,0316,8,21,fe,0a,21,1a,00,7f,00,0
0.780361,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.780602,0080,8,17,fe,0a,21,1a,21,f1,00,0
0.780843,0081,8,84,60,00,00,00,00,71,00,0
0.781087,018f,8,29,21,00,00,45,00,00,00,0
0.781316,0260,8,21,00,30,ff,93,63,11,00,0
0.781556,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.781799,0370,8,20,00,80,ff,00,00,64,00,0
0.782042,0382,8,fe,0f,00,00,00,00,04,00,0
0.782281,043f,8,50,60,ff,4b,88,09,00,00,0
0.782527,0440,8,50,00,00,ff,8c,09,00,00,0
0.78276,0545,8,0e,00,8c,36,00,3a,00,00,0
0.784389,0153,8,80,10,ff,00,ff,80,0e,00,0
0.784603,01f1,8,00,00,00,00,00,00,00,00,0
0.784828,0220,8,03,fa,03,0c,00,3f,10,00,0
0.785496,02b0,5,00,00,07,de,00,00,00,00,0
0.785719,0165,8,e8,7f,00,00,00,0e,97,00,0
0.787642,02c0,0,00,00,00,00,00,00,00,00,0
0.787888,02c0,8,00,00,00,00,00,00,00,00,0
0.789342,04b0,8,00,00,00,00,00,00,00,00,0
0.789566,0164,8,08,00,00,00,00,00,08,00,0
0.78994,043f,8,50,60,ff,4b,8c,09,00,00,0
0.790172,0316,8,21,fe,0a,21,1a,00,7f,00,0
0.790408,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.790643,0080,8,17,fe,0a,21,1a,21,e2,00,0
0.790881,0081,8,84,60,00,00,00,00,62,00,0
0.791123,018f,8,29,21,00,00,45,00,00,00,0
0.791362,0260,8,21,00,30,ff,93,63,20,00,0
0.791596,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.791846,0370,8,20,00,80,ff,00,00,28,00,0
0.792086,0440,8,a0,00,00,ff,94,09,00,00,0
0.792328,04f0,8,00,34,00,00,ce,d2,04,00,0
0.79256,0545,8,0e,00,8c,36,00,3a,00,00,0
0.792802,04f1,8,16,00,00,00,00,00,00,00,0
0.793077,051a,8,03,00,00,00,00,00,00,00,0
0.793338,0690,8,00,01,20,a0,00,08,08,00,0
0.794293,0153,8,80,10,ff,00,ff,90,1e,00,0
0.794511,0220,8,03,00,04,09,00,3e,10,00,0
0.795437,05e4,3,02,00,00,00,00,00,00,00,0
0.795653,0165,8,e8,7f,00,00,00,0f,96,00,0
0.795838,02b0,5,00,00,07,cf,00,00,00,00,0
0.797002,0350,8,20,94,79,7b,00,00,b3,00,0
0.797925,04b0,0,00,00,00,00,00,00,00,00,0
0.798173,04b0,8,00,00,00,00,00,00,00,00,0
0.799259,04b1,8,01,00,00,00,00,00,01,00,0
0.799478,0164,8,08,00,00,00,00,01,09,00,0
0.799719,04f2,8,00,20,38,00,00,00,9a,00,0
0.799961,0316,8,21,fe,0a,21,1a,00,7f,00,0
0.800201,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.80044,0080,8,17,fe,0a,21,1a,21,d3,00,0
0.800682,0081,8,84,60,00,00,00,00,53,00,0
0.800854,0120,4,00,00,00,00,00,00,00,00,0
0.801094,018f,8,29,21,00,00,45,00,00,00,0
0.801333,0260,8,21,00,30,ff,93,63,3f,00,0
0.801565,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.801806,0370,8,20,00,80,ff,00,00,ec,00,0
0.802052,0382,8,fe,0f,00,00,00,00,08,00,0
0.80229,043f,8,50,60,ff,4b,94,09,00,00,0
0.802535,0440,8,f0,00,00,ff,9c,09,00,00,0
0.802783,0517,8,00,00,00,00,00,00,00,00,0
0.803013,0545,8,0e,00,8b,35,00,39,00,00,0
0.803261,059b,8,00,00,00,00,00,00,c4,00,0
0.804202,0153,8,80,10,ff,00,ff,a0,2e,00,0
0.80443,01f1,8,00,00,00,00,00,00,00,00,0
0.804667,0220,8,03,08,04,0c,00,3b,10,00,0
0.805512,02b0,5,00,00,07,50,00,00,00,00,0
0.805731,0165,8,e8,7f,00,00,00,00,99,00,0
0.808225,04b1,0,00,00,00,00,00,00,00,00,0
0.808468,04b1,8,01,00,00,00,00,00,01,00,0
0.809173,04b0,8,00,00,00,00,00,00,00,00,0
0.809406,0164,8,08,00,00,00,00,02,0a,00,0
0.809733,04f0,8,00,36,00,00,ce,d2,04,00,0
0.809965,0316,8,20,f6,0a,20,1a,00,7f,00,0
0.810205,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.810445,0080,8,17,f6,0a,20,1a,20,64,00,0
0.810683,0081,8,84,60,00,00,00,00,44,00,0
0.810923,018f,8,29,20,00,00,45,00,00,00,0
0.811161,0260,8,20,00,30,ff,93,61,05,00,0
0.811395,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.811639,0370,8,20,00,80,ff,00,00,a0,00,0
0.811879,043f,8,50,60,ff,4b,98,09,00,00,0
0.812119,0440,8,00,00,00,ff,a0,09,00,00,0
0.812373,0510,8,00,00,00,00,00,00,00,00,0
0.812608,0545,8,0e,00,8c,2c,00,2f,00,00,0
0.814131,0153,8,80,10,ff,00,ff,b0,3e,00,0
0.814349,0220,8,03,06,04,09,00,39,10,00,0
0.815683,02b0,5,00,00,07,11,00,00,00,00,0
0.815889,0165,8,e8,7f,00,00,00,01,98,00,0
0.81699,0350,8,20,a4,79,7b,00,00,83,00,0
0.81849,05a0,0,00,00,00,00,00,00,00,00,0
0.81874,05a0,8,00,00,00,00,00,00,00,00,0
0.819065,04b1,8,01,00,00,00,00,00,01,00,0
0.819319,0164,8,08,00,00,00,00,03,0b,00,0
0.81967,04f2,8,00,20,38,00,00,00,9b,00,0
0.819906,0370,8,20,00,80,ff,00,00,64,00,0
0.82014,0316,8,20,d8,0a,20,1a,00,7f,00,0
0.820377,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.820616,0080,8,17,d8,0a,20,1a,20,55,00,0
0.82086,0081,8,84,60,00,00,00,00,35,00,0
0.821096,018f,8,29,20,00,00,45,00,00,00,0
0.82133,0260,8,20,00,30,ff,93,61,14,00,0
0.821573,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.821815,0382,8,fe,0f,00,00,00,00,0c,00,0
0.822049,043f,8,50,60,ff,4b,9c,09,00,00,0
0.822302,0440,8,50,00,00,ff,a0,09,00,00,0
0.822538,0545,8,0e,00,8b,2d,00,30,00,00,0
0.824044,0153,8,80,10,ff,00,ff,c0,4e,00,0
0.824275,01f1,8,00,00,00,00,00,00,00,00,0
0.824508,0220,8,03,fe,03,09,00,36,10,00,0
0.825476,02b0,5,00,00,07,22,00,00,00,00,0
0.82568,0165,8,e8,7f,00,00,00,02,9b,00,0
0.828789,05a2,0,00,00,00,00,00,00,00,00,0
0.829037,04b0,8,00,00,00,00,00,00,00,00,0
0.829288,0164,8,08,00,00,00,00,04,0c,00,0
0.829447,05a2,4,00,a5,01,00,00,00,00,00,0
0.829697,04f0,8,00,38,00,00,ce,d2,04,00,0
0.829937,043f,8,50,60,ff,4b,a0,09,00,00,0
0.830175,0316,8,20,d8,0a,20,1a,00,7f,00,0
0.830407,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.830644,0080,8,17,d8,0a,20,1a,20,46,00,0
0.83088,0081,8,84,60,00,00,00,00,26,00,0
0.831126,018f,8,29,20,00,00,45,00,00,00,0
0.831358,0260,8,20,00,30,ff,93,61,23,00,0
0.831592,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.831839,0370,8,20,00,80,ff,00,00,28,00,0
0.832082,0440,8,a0,00,00,ff,a4,09,00,00,0
0.832313,0545,8,0e,00,8a,2e,00,31,00,00,0
0.833969,0153,8,80,10,ff,00,ff,d0,5e,00,0
0.834187,0220,8,03,fb,03,09,00,33,10,00,0
0.835471,02b0,5,00,00,07,63,00,00,00,00,0
0.835685,0165,8,e8,7f,00,00,00,03,9a,00,0
0.835821,05f0,2,00,00,00,00,00,00,00,00,0
0.836656,02c0,8,00,00,00,00,00,00,00,00,0
0.836984,0350,8,20,b4,79,7b,00,00,93,00,0
0.838948,04b1,8,01,00,00,00,00,00,01,00,0
0.83915,0164,8,08,00,00,00,00,05,0d,00,0
0.839235,0153,0,00,00,00,00,00,00,00,00,0
0.839488,0153,8,80,10,ff,00,ff,d0,5e,00,0
0.839867,0316,8,20,d8,0a,20,1a,00,7f,00,0
0.840097,018f,8,29,20,00,00,45,00,00,00,0
0.840334,0260,8,20,00,30,ff,93,61,32,00,0
0.840572,0080,8,17,d8,0a,20,1a,20,37,00,0
0.840818,0081,8,84,60,00,00,00,00,17,00,0
0.841049,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.841278,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.841511,0370,8,20,00,80,ff,00,00,ec,00,0
0.84177,0382,8,fe,0f,00,00,00,00,00,00,0
0.842008,043f,8,50,60,ff,4b,a0,09,00,00,0
0.842253,0440,8,f0,00,00,ff,a4,09,00,00,0
0.842493,04f2,8,00,20,38,00,00,00,9c,00,0
0.842729,0545,8,0e,00,8a,2d,00,30,00,00,0
0.843879,0153,8,80,10,ff,00,ff,e0,6e,00,0
0.844108,01f1,8,00,00,00,00,00,00,00,00,0
0.844337,0220,8,03,fe,03,0c,00,32,10,00,0
0.845482,02b0,5,00,00,07,44,00,00,00,00,0
0.845695,0165,8,e8,7f,00,00,00,04,9d,00,0
0.848859,04b0,8,00,00,00,00,00,00,00,00,0
0.84908,0164,8,08,00,00,00,00,06,0e,00,0
0.849631,04f0,8,00,3a,00,00,ce,d2,04,00,0
0.849697,0164,0,00,00,00,00,00,00,00,00,0
0.849966,0164,8,08,00,00,00,00,06,0e,00,0
0.850202,0316,8,1f,ec,0a,20,1a,00,7f,00,0
0.850439,0080,8,17,ec,0a,1f,1a,20,f8,00,0
0.850682,0081,8,84,60,00,00,00,00,08,00,0
0.850926,0110,8,3c,30,09,00,00,00,00,00,0
0.851162,018f,8,29,20,00,00,45,00,00,00,0
0.8514,0260,8,20,00,30,ff,93,5f,08,00,0
0.851642,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.851871,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.852118,0370,8,20,00,80,ff,00,00,a0,00,0
0.852353,043f,8,50,60,ff,4b,a0,09,00,00,0
0.852592,0440,8,00,00,00,ff,a4,09,00,00,0
0.852827,0545,8,0e,00,8b,29,00,2d,00,00,0
0.853794,0153,8,80,10,ff,00,ff,00,8e,00,0
0.854013,0220,8,03,ff,03,0c,00,35,10,00,0
0.855485,02b0,5,00,00,07,55,00,00,00,00,0
0.855698,0165,8,e8,7f,00,00,00,05,9c,00,0
0.857052,0350,8,20,c4,79,7b,00,00,e3,00,0
0.858753,04b1,8,01,00,00,00,00,00,01,00,0
0.858983,0164,8,08,00,00,00,00,07,0f,00,0
0.859437,0587,8,00,00,00,00,00,00,01,00,0
0.85968,04f2,8,00,20,38,00,00,00,9d,00,0
0.859948,043f,8,50,60,ff,4b,a0,09,00,00,0
0.860032,01f1,0,00,00,00,00,00,00,00,00,0
0.860301,01f1,8,00,00,00,00,00,00,00,00,0
0.860464,0050,4,82,00,00,00,00,00,00,00,0
