Timestamp,ID,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Label,data_unique_bytes,data_sum,data_mean,data_std,data_max,data_min,data_range,time_diff,ID_count_10,Data0_bitcount,Data1_bitcount,Data2_bitcount,Data3_bitcount,Data4_bitcount,Data5_bitcount,Data6_bitcount,Data7_bitcount,ID_dec,Data0_norm,Data1_norm,Data2_norm,Data3_norm,Data4_norm,Data5_norm,Data6_norm,Data7_norm
0.620375,0329,8,167,127,140,17,46,0,16,0,0,7,513,64.125,69.05781739135072,167,0,167,0.00023700000000004273,10.0,5,7,3,2,4,0,1,0,809,0.3255360623781676,0.2475633528265107,0.2729044834307992,0.03313840155945419,0.08966861598440545,0.0,0.031189083820662766,0.0
0.620618,0080,8,23,214,10,33,26,33,145,0,0,7,484,60.5,76.55250299164433,214,0,214,0.00024299999999999322,10.0,4,5,2,2,3,2,3,0,128,0.047520661157024795,0.44214876033057854,0.02066115702479339,0.06818181818181818,0.05371900826446281,0.06818181818181818,0.29958677685950413,0.0
0.620856,0081,8,132,96,0,0,0,0,113,0,0,4,341,42.625,59.61049164606608,132,0,132,0.00023799999999996047,10.0,2,2,0,0,0,0,4,0,129,0.3870967741935484,0.28152492668621704,0.0,0.0,0.0,0.0,0.3313782991202346,0.0
0.621099,018f,8,41,33,0,0,69,0,0,0,0,4,143,17.875,26.658890235180994,69,0,69,0.00024299999999999322,10.0,3,2,0,0,3,0,0,0,399,0.2867132867132867,0.23076923076923078,0.0,0.0,0.4825174825174825,0.0,0.0,0.0
0.621339,0260,8,33,0,48,255,147,95,22,0,0,7,600,75.0,88.26583225040788,255,0,255,0.00024000000000001798,10.0,2,0,2,8,4,6,3,0,608,0.055,0.0,0.08,0.425,0.245,0.15833333333333333,0.03666666666666667,0.0
0.621573,02a0,8,0,96,157,219,12,186,2,0,0,7,672,84.0,92.67608722241754,219,0,219,0.0002340000000000675,10.0,0,2,5,6,2,5,1,0,672,0.0,0.14285714285714285,0.23363095238095238,0.32589285714285715,0.017857142857142856,0.2767857142857143,0.002976190476190476,0.0
0.621818,0382,8,254,15,0,0,0,0,4,0,0,4,273,34.125,88.99508413390033,254,0,254,0.0002449999999999397,10.0,7,4,0,0,0,0,1,0,898,0.9304029304029304,0.054945054945054944,0.0,0.0,0.0,0.0,0.014652014652014652,0.0
0.622055,043f,8,80,96,255,75,148,9,0,0,0,7,663,82.875,87.26386504651936,255,0,255,0.00023700000000004273,10.0,2,2,8,4,3,2,0,0,1087,0.12066365007541478,0.14479638009049775,0.38461538461538464,0.11312217194570136,0.22322775263951736,0.013574660633484163,0.0,0.0
0.622299,0440,8,80,0,0,255,152,9,0,0,0,5,496,62.0,95.51215330297725,255,0,255,0.00024400000000002198,10.0,2,0,0,8,3,2,0,0,1088,0.16129032258064516,0.0,0.0,0.5141129032258065,0.3064516129032258,0.018145161290322582,0.0,0.0
0.622545,04b1,8,1,0,0,0,0,0,1,0,0,2,2,0.25,0.4629100498862757,1,0,1,0.00024599999999996847,10.0,1,0,0,0,0,0,1,0,1201,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
0.622794,0164,8,8,0,0,0,0,15,7,0,0,4,30,3.75,5.67576300723398,15,0,15,0.0002489999999999437,10.0,1,0,0,0,0,4,3,0,356,0.26666666666666666,0.0,0.0,0.0,0.0,0.5,0.23333333333333334,0.0
0.623142,04b1,8,1,0,0,0,0,0,1,0,0,2,2,0.25,0.4629100498862757,1,0,1,0.00034800000000001496,10.0,1,0,0,0,0,0,1,0,1201,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
0.623373,0545,8,24,0,140,53,0,57,0,0,0,5,274,34.25,49.06191423672163,140,0,140,0.00023099999999998122,10.0,2,0,3,4,0,4,0,0,1349,0.08759124087591241,0.0,0.5109489051094891,0.19343065693430658,0.0,0.20802919708029197,0.0,0.0
0.625461,02b0,5,0,0,7,206,0,0,0,0,0,3,213,26.625,72.51982487568486,206,0,206,0.00208800000000009,10.0,0,0,3,5,0,0,0,0,688,0.0,0.0,0.03286384976525822,0.9671361502347418,0.0,0.0,0.0,0.0
0.625672,0153,8,128,16,255,0,255,112,254,0,0,6,1020,127.5,115.69664768572288,255,0,255,0.00021099999999996122,10.0,1,1,8,0,8,3,7,0,339,0.12549019607843137,0.01568627450980392,0.25,0.0,0.25,0.10980392156862745,0.24901960784313726,0.0
0.625909,0165,8,232,127,0,0,0,14,151,0,0,5,524,65.5,91.51736759450947,232,0,232,0.00023700000000004273,10.0,4,7,0,0,0,3,5,0,357,0.44274809160305345,0.24236641221374045,0.0,0.0,0.0,0.026717557251908396,0.2881679389312977,0.0
0.626397,0220,8,3,6,4,9,0,57,16,0,0,7,95,11.875,18.969430294932046,57,0,57,0.00048799999999993293,10.0,2,2,1,2,0,4,1,0,544,0.031578947368421054,0.06315789473684211,0.042105263157894736,0.09473684210526316,0.0,0.6,0.16842105263157894,0.0
0.629712,04f0,8,0,36,0,0,206,210,4,0,0,5,456,57.0,94.00303946453768,210,0,210,0.003315000000000068,10.0,0,2,0,0,5,4,1,0,1264,0.0,0.07894736842105263,0.0,0.0,0.4517543859649123,0.4605263157894737,0.008771929824561403,0.0
0.629924,043f,8,80,96,255,75,148,9,0,0,0,7,663,82.875,87.26386504651936,255,0,255,0.00021199999999998997,10.0,2,2,8,4,3,2,0,0,1087,0.12066365007541478,0.14479638009049775,0.38461538461538464,0.11312217194570136,0.22322775263951736,0.013574660633484163,0.0,0.0
0.630168,0370,8,32,0,128,255,0,0,40,0,0,5,455,56.875,91.14734930712075,255,0,255,0.00024399999999991095,10.0,1,0,1,8,0,0,2,0,880,0.07032967032967033,0.0,0.2813186813186813,0.5604395604395604,0.0,0.0,0.08791208791208792,0.0
0.630413,0440,8,160,0,0,255,148,9,0,0,0,5,572,71.5,101.21547030257494,255,0,255,0.00024500000000005073,10.0,2,0,0,8,3,2,0,0,1088,0.27972027972027974,0.0,0.0,0.4458041958041958,0.25874125874125875,0.015734265734265736,0.0,0.0
0.630916,0164,8,8,0,0,0,0,0,8,0,0,2,16,2.0,3.7032803990902057,8,0,8,0.0005030000000000312,10.0,1,0,0,0,0,0,1,0,356,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
0.631149,02a0,8,0,96,157,219,12,186,2,0,0,7,672,84.0,92.67608722241754,219,0,219,0.0002329999999999277,10.0,0,2,5,6,2,5,1,0,672,0.0,0.14285714285714285,0.23363095238095238,0.32589285714285715,0.017857142857142856,0.2767857142857143,0.002976190476190476,0.0
0.631381,0080,8,23,188,10,33,26,33,66,0,0,7,379,47.375,60.03317535210962,188,0,188,0.00023200000000000998,10.0,4,5,2,2,3,2,2,0,128,0.06068601583113457,0.49604221635883905,0.026385224274406333,0.0870712401055409,0.06860158311345646,0.0870712401055409,0.1741424802110818,0.0
0.631619,0081,8,132,96,0,0,0,0,98,0,0,4,326,40.75,57.270660651231985,132,0,132,0.0002380000000000715,10.0,2,2,0,0,0,0,3,0,129,0.4049079754601227,0.294478527607362,0.0,0.0,0.0,0.0,0.3006134969325153,0.0
0.631868,018f,8,41,33,0,0,69,0,0,0,0,4,143,17.875,26.658890235180994,69,0,69,0.0002489999999999437,10.0,3,2,0,0,3,0,0,0,399,0.2867132867132867,0.23076923076923078,0.0,0.0,0.4825174825174825,0.0,0.0,0.0
0.632104,0260,8,33,0,48,255,147,101,46,0,0,7,630,78.75,86.7932683367289,255,0,255,0.00023600000000001398,10.0,2,0,2,8,4,4,4,0,608,0.05238095238095238,0.0,0.0761904761904762,0.40476190476190477,0.23333333333333334,0.16031746031746033,0.07301587301587302,0.0
0.632333,0316,8,33,188,10,33,26,0,127,0,0,6,417,52.125,68.33831282670066,188,0,188,0.00022900000000003473,10.0,2,5,2,2,3,0,7,0,790,0.07913669064748201,0.45083932853717024,0.023980815347721823,0.07913669064748201,0.06235011990407674,0.0,0.30455635491606714,0.0
0.632564,0329,8,167,127,140,17,46,0,16,0,0,7,513,64.125,69.05781739135072,167,0,167,0.00023099999999998122,10.0,5,7,3,2,4,0,1,0,809,0.3255360623781676,0.2475633528265107,0.2729044834307992,0.03313840155945419,0.08966861598440545,0.0,0.031189083820662766,0.0
0.63281,0545,8,24,0,140,58,0,58,0,0,0,4,280,35.0,49.43104865798997,140,0,140,0.00024599999999996847,10.0,2,0,3,4,0,4,0,0,1349,0.08571428571428572,0.0,0.5,0.20714285714285716,0.0,0.20714285714285716,0.0,0.0
0.635485,02b0,5,0,0,7,255,0,0,0,0,0,3,262,32.75,89.8359616189419,255,0,255,0.002674999999999983,10.0,0,0,3,8,0,0,0,0,688,0.0,0.0,0.026717557251908396,0.9732824427480916,0.0,0.0,0.0,0.0
0.635695,0153,8,128,16,255,0,255,128,14,0,0,5,796,99.5,109.58884197633574,255,0,255,0.00021000000000004349,10.0,1,1,8,0,8,1,3,0,339,0.16080402010050251,0.020100502512562814,0.3203517587939699,0.0,0.3203517587939699,0.16080402010050251,0.017587939698492462,0.0
0.635936,0165,8,232,127,0,0,0,15,150,0,0,5,524,65.5,91.30482697301073,232,0,232,0.0002409999999999357,10.0,4,7,0,0,0,4,4,0,357,0.44274809160305345,0.24236641221374045,0.0,0.0,0.0,0.02862595419847328,0.2862595419847328,0.0
0.636176,0220,8,3,6,4,9,0,57,16,0,0,7,95,11.875,18.969430294932046,57,0,57,0.00024000000000001798,10.0,2,2,1,2,0,4,1,0,544,0.031578947368421054,0.06315789473684211,0.042105263157894736,0.09473684210526316,0.0,0.6,0.16842105263157894,0.0
0.637083,0350,8,32,20,121,123,0,0,51,0,0,6,347,43.375,51.746462957108754,123,0,123,0.0009069999999999911,10.0,1,2,5,6,0,0,4,0,848,0.09221902017291066,0.05763688760806916,0.34870317002881845,0.35446685878962536,0.0,0.0,0.14697406340057637,0.0
0.639877,0316,8,33,188,10,33,26,0,127,0,0,6,417,52.125,68.33831282670066,188,0,188,0.002794000000000074,10.0,2,5,2,2,3,0,7,0,790,0.07913669064748201,0.45083932853717024,0.023980815347721823,0.07913669064748201,0.06235011990407674,0.0,0.30455635491606714,0.0
0.640093,018f,8,41,33,0,0,69,0,0,0,0,4,143,17.875,26.658890235180994,69,0,69,0.00021599999999999397,10.0,3,2,0,0,3,0,0,0,399,0.2867132867132867,0.23076923076923078,0.0,0.0,0.4825174825174825,0.0,0.0,0.0
0.640324,0260,8,33,0,48,255,147,101,61,0,0,7,645,80.625,86.1442934019096,255,0,255,0.00023099999999998122,10.0,2,0,2,8,4,4,5,0,608,0.05116279069767442,0.0,0.07441860465116279,0.3953488372093023,0.22790697674418606,0.15658914728682172,0.09457364341085271,0.0
0.640565,0080,8,23,188,10,33,26,33,51,0,0,7,364,45.5,59.60105464071684,188,0,188,0.00024100000000004673,10.0,4,5,2,2,3,2,4,0,128,0.06318681318681318,0.5164835164835165,0.027472527472527472,0.09065934065934066,0.07142857142857142,0.09065934065934066,0.1401098901098901,0.0
0.640802,0081,8,132,96,0,0,0,0,83,0,0,4,311,38.875,55.341633772155916,132,0,132,0.0002369999999999317,10.0,2,2,0,0,0,0,4,0,129,0.42443729903536975,0.3086816720257235,0.0,0.0,0.0,0.0,0.26688102893890675,0.0
0.641029,02a0,8,0,96,157,219,12,186,2,0,0,7,672,84.0,92.67608722241754,219,0,219,0.00022699999999997722,10.0,0,2,5,6,2,5,1,0,672,0.0,0.14285714285714285,0.23363095238095238,0.32589285714285715,0.017857142857142856,0.2767857142857143,0.002976190476190476,0.0
0.641269,0329,8,167,127,140,17,46,0,16,0,0,7,513,64.125,69.05781739135072,167,0,167,0.00024000000000001798,10.0,5,7,3,2,4,0,1,0,809,0.3255360623781676,0.2475633528265107,0.2729044834307992,0.03313840155945419,0.08966861598440545,0.0,0.031189083820662766,0.0
0.641511,0370,8,32,0,128,255,0,0,236,0,0,5,651,81.375,110.29433025189593,255,0,255,0.0002420000000000755,10.0,1,0,1,8,0,0,5,0,880,0.04915514592933948,0.0,0.1966205837173579,0.391705069124424,0.0,0.0,0.36251920122887865,0.0
0.641756,0382,8,254,15,0,0,0,0,8,0,0,4,277,34.625,88.81270420706392,254,0,254,0.0002449999999999397,10.0,7,4,0,0,0,0,1,0,898,0.9169675090252708,0.05415162454873646,0.0,0.0,0.0,0.0,0.02888086642599278,0.0
0.641994,043f,8,80,96,255,75,148,9,0,0,0,7,663,82.875,87.26386504651936,255,0,255,0.00023799999999996047,10.0,2,2,8,4,3,2,0,0,1087,0.12066365007541478,0.14479638009049775,0.38461538461538464,0.11312217194570136,0.22322775263951736,0.013574660633484163,0.0,0.0
0.642241,0440,8,240,0,0,255,148,9,0,0,0,5,652,81.5,114.31285392040814,255,0,255,0.0002469999999999972,10.0,4,0,0,8,3,2,0,0,1088,0.36809815950920244,0.0,0.0,0.3911042944785276,0.22699386503067484,0.013803680981595092,0.0,0.0
0.642486,04b1,8,1,0,0,0,0,0,1,0,0,2,2,0.25,0.4629100498862757,1,0,1,0.00024500000000005073,10.0,1,0,0,0,0,0,1,0,1201,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
0.642737,0164,8,8,0,0,0,0,1,9,0,0,4,18,2.25,3.882193783343198,9,0,9,0.0002510000000000012,10.0,1,0,0,0,0,1,2,0,356,0.4444444444444444,0.0,0.0,0.0,0.0,0.05555555555555555,0.5,0.0
0.642979,04f2,8,0,0,56,0,0,0,146,0,0,3,202,25.25,52.578512721453045,146,0,146,0.00024199999999996447,10.0,0,0,3,0,0,0,3,0,1266,0.0,0.0,0.27722772277227725,0.0,0.0,0.0,0.7227722772277227,0.0
0.643215,0545,8,24,0,138,59,0,59,0,0,0,4,280,35.0,48.963543289151076,138,0,138,0.00023600000000001398,10.0,2,0,3,5,0,5,0,0,1349,0.08571428571428572,0.0,0.4928571428571429,0.21071428571428572,0.0,0.21071428571428572,0.0,0.0
0.643478,05a2,4,0,165,1,0,0,0,0,0,0,3,166,20.75,58.286852229788,165,0,165,0.0002630000000000132,8.0,0,4,1,0,0,0,0,0,1442,0.0,0.9939759036144579,0.006024096385542169,0.0,0.0,0.0,0.0,0.0
0.645419,02b0,5,0,0,7,32,0,0,0,0,0,3,39,4.875,11.2305387226081,32,0,32,0.0019409999999999705,10.0,0,0,3,1,0,0,0,0,688,0.0,0.0,0.1794871794871795,0.8205128205128205,0.0,0.0,0.0,0.0
0.645651,0153,8,128,16,255,0,255,144,30,0,0,6,828,103.5,108.64621484432857,255,0,255,0.00023200000000000998,10.0,1,1,8,0,8,2,4,0,339,0.15458937198067632,0.01932367149758454,0.3079710144927536,0.0,0.3079710144927536,0.17391304347826086,0.036231884057971016,0.0
0.645866,0165,8,232,127,0,0,0,0,153,0,0,4,512,64.0,93.03916226130647,232,0,232,0.00021500000000007624,10.0,4,7,0,0,0,0,4,0,357,0.453125,0.248046875,0.0,0.0,0.0,0.0,0.298828125,0.0
0.646353,0220,8,3,255,3,12,0,57,16,0,0,6,346,43.25,87.60911563791261,255,0,255,0.0004869999999999042,10.0,2,8,2,2,0,4,1,0,544,0.008670520231213872,0.7369942196531792,0.008670520231213872,0.03468208092485549,0.0,0.16473988439306358,0.046242774566473986,0.0
0.649655,04f0,8,0,38,0,0,206,210,4,0,0,5,458,57.25,93.94185131543571,210,0,210,0.003302000000000027,10.0,0,3,0,0,5,4,1,0,1264,0.0,0.08296943231441048,0.0,0.0,0.4497816593886463,0.4585152838427948,0.008733624454148471,0.0
0.649871,043f,8,80,96,255,75,144,9,0,0,0,7,659,82.375,86.847876032915,255,0,255,0.00021599999999999397,10.0,2,2,8,4,2,2,0,0,1087,0.12139605462822459,0.1456752655538695,0.38694992412746587,0.11380880121396054,0.21851289833080426,0.013657056145675266,0.0,0.0
0.650102,0260,8,33,0,48,255,147,101,0,0,0,6,584,73.0,90.70832376358854,255,0,255,0.00023099999999998122,10.0,2,0,2,8,4,4,0,0,608,0.05650684931506849,0.0,0.0821917808219178,0.4366438356164384,0.2517123287671233,0.17294520547945205,0.0,0.0
0.65034,02a0,8,0,96,157,219,12,186,2,0,0,7,672,84.0,92.67608722241754,219,0,219,0.0002380000000000715,10.0,0,2,5,6,2,5,1,0,672,0.0,0.14285714285714285,0.23363095238095238,0.32589285714285715,0.017857142857142856,0.2767857142857143,0.002976190476190476,0.0
0.650575,0080,8,23,158,10,33,26,33,36,0,0,7,319,39.875,49.31368254059198,158,0,158,0.00023499999999998522,10.0,4,5,2,2,3,2,2,0,128,0.07210031347962383,0.4952978056426332,0.03134796238244514,0.10344827586206896,0.08150470219435736,0.10344827586206896,0.11285266457680251,0.0
0.65082,0081,8,132,96,0,0,0,0,68,0,0,4,296,37.0,53.867562463084276,132,0,132,0.0002449999999999397,10.0,2,2,0,0,0,0,2,0,129,0.44594594594594594,0.32432432432432434,0.0,0.0,0.0,0.0,0.22972972972972974,0.0
0.651061,0110,8,60,48,9,0,0,0,0,0,0,4,117,14.625,24.709382255098394,60,0,60,0.00024100000000004673,7.0,4,2,2,0,0,0,0,0,272,0.5128205128205128,0.41025641025641024,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
0.6513,018f,8,41,33,0,0,69,0,0,0,0,4,143,17.875,26.658890235180994,69,0,69,0.00023899999999998922,10.0,3,2,0,0,3,0,0,0,399,0.2867132867132867,0.23076923076923078,0.0,0.0,0.4825174825174825,0.0,0.0,0.0
0.651531,0316,8,33,158,10,33,26,0,127,0,0,6,387,48.375,60.1496645282178,158,0,158,0.00023099999999998122,10.0,2,5,2,2,3,0,7,0,790,0.08527131782945736,0.4082687338501292,0.025839793281653745,0.08527131782945736,0.06718346253229975,0.0,0.3281653746770026,0.0
0.651765,0329,8,167,127,140,17,46,0,16,0,0,7,513,64.125,69.05781739135072,167,0,167,0.0002340000000000675,10.0,5,7,3,2,4,0,1,0,809,0.3255360623781676,0.2475633528265107,0.2729044834307992,0.03313840155945419,0.08966861598440545,0.0,0.031189083820662766,0.0
0.652009,0370,8,32,0,128,255,0,0,160,0,0,5,575,71.875,97.61796892551523,255,0,255,0.00024399999999991095,10.0,1,0,1,8,0,0,2,0,880,0.05565217391304348,0.0,0.22260869565217392,0.4434782608695652,0.0,0.0,0.2782608695652174,0.0
0.652247,0440,8,0,0,0,255,144,9,0,0,0,4,408,51.0,96.3876103478628,255,0,255,0.0002380000000000715,10.0,0,0,0,8,2,2,0,0,1088,0.0,0.0,0.0,0.625,0.35294117647058826,0.022058823529411766,0.0,0.0
0.652747,0164,8,8,0,0,0,0,2,10,0,0,4,20,2.5,4.105745103771404,10,0,10,0.0004999999999999449,10.0,1,0,0,0,0,1,2,0,356,0.4,0.0,0.0,0.0,0.0,0.1,0.5,0.0
0.652982,0545,8,24,0,139,59,0,59,0,0,0,4,281,35.125,49.26441050958737,139,0,139,0.00023499999999998522,10.0,2,0,4,5,0,5,0,0,1349,0.08540925266903915,0.0,0.49466192170818507,0.2099644128113879,0.0,0.2099644128113879,0.0,0.0
0.653572,0153,8,128,16,255,0,255,144,30,0,0,6,828,103.5,108.64621484432857,255,0,255,0.0005900000000000905,10.0,1,1,8,0,8,2,4,0,339,0.15458937198067632,0.01932367149758454,0.3079710144927536,0.0,0.3079710144927536,0.17391304347826086,0.036231884057971016,0.0
0.655443,0153,8,128,16,255,0,255,160,46,0,0,6,860,107.5,108.20351195779183,255,0,255,0.001870999999999956,10.0,1,1,8,0,8,2,4,0,339,0.14883720930232558,0.018604651162790697,0.29651162790697677,0.0,0.29651162790697677,0.18604651162790697,0.053488372093023255,0.0
0.655655,0165,8,232,127,0,0,0,1,152,0,0,5,512,64.0,92.80548013375689,232,0,232,0.00021199999999998997,10.0,4,7,0,0,0,1,3,0,357,0.453125,0.248046875,0.0,0.0,0.0,0.001953125,0.296875,0.0
0.655888,0220,8,3,249,3,9,0,57,16,0,0,6,337,42.125,85.69787045195464,249,0,249,0.00023300000000003873,10.0,2,6,2,2,0,4,1,0,544,0.008902077151335312,0.7388724035608308,0.008902077151335312,0.026706231454005934,0.0,0.16913946587537093,0.04747774480712166,0.0
0.656075,02b0,5,0,0,7,17,0,0,0,0,0,3,24,3.0,6.164414002968976,17,0,17,0.00018699999999993722,10.0,0,0,3,2,0,0,0,0,688,0.0,0.0,0.2916666666666667,0.7083333333333334,0.0,0.0,0.0,0.0
0.657034,0350,8,32,36,121,123,0,0,3,0,0,6,315,39.375,53.044287426370694,123,0,123,0.0009590000000000432,10.0,1,2,5,6,0,0,2,0,848,0.10158730158730159,0.11428571428571428,0.38412698412698415,0.3904761904761905,0.0,0.0,0.009523809523809525,0.0
0.659433,0587,8,0,0,0,0,0,0,14,0,0,2,14,1.75,4.949747468305833,14,0,14,0.00239900000000004,7.0,0,0,0,0,0,0,3,0,1415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.659659,04f2,8,0,0,56,0,0,0,147,0,0,3,203,25.375,52.90675760240841,147,0,147,0.00022599999999994846,10.0,0,0,3,0,0,0,4,0,1266,0.0,0.0,0.27586206896551724,0.0,0.0,0.0,0.7241379310344828,0.0
0.659925,043f,8,80,96,255,75,140,9,0,0,0,7,655,81.875,86.45302192520514,255,0,255,0.00026599999999998847,10.0,2,2,8,4,3,2,0,0,1087,0.12213740458015267,0.1465648854961832,0.3893129770992366,0.11450381679389313,0.21374045801526717,0.013740458015267175,0.0,0.0
0.660162,0316,8,33,158,10,33,26,0,127,0,0,6,387,48.375,60.1496645282178,158,0,158,0.00023700000000004273,10.0,2,5,2,2,3,0,7,0,790,0.08527131782945736,0.4082687338501292,0.025839793281653745,0.08527131782945736,0.06718346253229975,0.0,0.3281653746770026,0.0
0.660393,0329,8,167,127,140,17,46,0,16,0,0,7,513,64.125,69.05781739135072,167,0,167,0.00023099999999998122,10.0,5,7,3,2,4,0,1,0,809,0.3255360623781676,0.2475633528265107,0.2729044834307992,0.03313840155945419,0.08966861598440545,0.0,0.031189083820662766,0.0
0.660563,0050,4,130,0,0,0,0,0,0,0,0,2,130,16.25,45.96194077712559,130,0,130,0.00017000000000000348,4.0,2,0,0,0,0,0,0,0,80,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.660804,0080,8,23,158,10,33,26,33,21,0,0,7,304,38.0,49.765162800612124,158,0,158,0.0002409999999999357,10.0,4,5,2,2,3,2,3,0,128,0.0756578947368421,0.5197368421052632,0.03289473684210526,0.10855263157894737,0.08552631578947369,0.10855263157894737,0.06907894736842106,0.0
0.661039,0081,8,132,96,0,0,0,0,53,0,0,4,281,35.125,52.88650246383422,132,0,132,0.00023500000000009624,10.0,2,2,0,0,0,0,4,0,129,0.4697508896797153,0.3416370106761566,0.0,0.0,0.0,0.0,0.18861209964412812,0.0
0.661287,018f,8,41,33,0,0,69,0,0,0,0,4,143,17.875,26.658890235180994,69,0,69,0.00024799999999991496,10.0,3,2,0,0,3,0,0,0,399,0.2867132867132867,0.23076923076923078,0.0,0.0,0.4825174825174825,0.0,0.0,0.0
0.661517,0260,8,33,0,48,255,147,101,31,0,0,7,615,76.875,87.75849572222948,255,0,255,0.0002300000000000635,10.0,2,0,2,8,4,4,5,0,608,0.05365853658536585,0.0,0.07804878048780488,0.4146341463414634,0.23902439024390243,0.16422764227642275,0.05040650406504065,0.0
0.661753,02a0,8,0,96,157,219,12,186,2,0,0,7,672,84.0,92.67608722241754,219,0,219,0.00023600000000001398,10.0,0,2,5,6,2,5,1,0,672,0.0,0.14285714285714285,0.23363095238095238,0.32589285714285715,0.017857142857142856,0.2767857142857143,0.002976190476190476,0.0
0.661994,0370,8,32,0,128,255,0,0,100,0,0,5,515,64.375,92.02474434318506,255,0,255,0.0002409999999999357,10.0,1,0,1,8,0,0,3,0,880,0.062135922330097085,0.0,0.24854368932038834,0.49514563106796117,0.0,0.0,0.1941747572815534,0.0
0.662239,0382,8,254,15,0,0,0,0,12,0,0,4,281,35.125,88.65251184903255,254,0,254,0.00024500000000005073,10.0,7,4,0,0,0,0,2,0,898,0.9039145907473309,0.05338078291814947,0.0,0.0,0.0,0.0,0.042704626334519574,0.0
0.662486,0440,8,80,0,0,255,140,9,0,0,0,5,484,60.5,93.97872099576584,255,0,255,0.0002469999999999972,10.0,2,0,0,8,3,2,0,0,1088,0.1652892561983471,0.0,0.0,0.5268595041322314,0.2892561983471074,0.01859504132231405,0.0,0.0
0.662733,04b1,8,1,0,0,0,0,0,1,0,0,2,2,0.25,0.4629100498862757,1,0,1,0.0002469999999999972,10.0,1,0,0,0,0,0,1,0,1201,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
0.662986,0164,8,8,0,0,0,0,3,11,0,0,4,22,2.75,4.367084676466507,11,0,11,0.0002529999999999477,10.0,1,0,0,0,0,2,3,0,356,0.36363636363636365,0.0,0.0,0.0,0.0,0.13636363636363635,0.5,0.0
0.663222,0545,8,24,0,138,59,0,59,0,0,0,4,280,35.0,48.963543289151076,138,0,138,0.00023600000000001398,10.0,2,0,3,5,0,5,0,0,1349,0.08571428571428572,0.0,0.4928571428571429,0.21071428571428572,0.0,0.21071428571428572,0.0,0.0
0.663726,00a0,8,118,214,10,0,37,0,2,0,0,6,381,47.625,78.42000018216928,214,0,214,0.00050400000000006,7.0,5,5,2,0,3,0,1,0,160,0.30971128608923887,0.5616797900262467,0.026246719160104987,0.0,0.09711286089238845,0.0,0.005249343832020997,0.0
0.663955,00a1,8,134,128,128,39,0,0,0,0,0,4,429,53.625,64.63068156843157,134,0,134,0.0002289999999999237,7.0,3,1,1,4,0,0,0,0,161,0.3123543123543124,0.29836829836829837,0.29836829836829837,0.09090909090909091,0.0,0.0,0.0,0.0
0.664302,0164,8,8,0,0,0,0,3,11,0,0,4,22,2.75,4.367084676466507,11,0,11,0.0003469999999999862,10.0,1,0,0,0,0,2,3,0,356,0.36363636363636365,0.0,0.0,0.0,0.0,0.13636363636363635,0.5,0.0
0.665348,0153,8,128,16,255,0,255,176,62,0,0,6,892,111.5,108.26686605658394,255,0,255,0.0010460000000001024,10.0,1,1,8,0,8,3,5,0,339,0.14349775784753363,0.017937219730941704,0.2858744394618834,0.0,0.2858744394618834,0.19730941704035873,0.06950672645739911,0.0
0.665612,0165,8,248,127,0,0,0,2,139,0,0,5,516,64.5,95.37594785149676,248,0,248,0.00026399999999993096,10.0,5,7,0,0,0,1,4,0,357,0.4806201550387597,0.24612403100775193,0.0,0.0,0.0,0.003875968992248062,0.2693798449612403,0.0
0.666055,0220,8,3,249,3,12,0,57,16,0,0,6,340,42.5,85.53862953576672,249,0,249,0.0004429999999999712,10.0,2,6,2,2,0,4,1,0,544,0.008823529411764706,0.7323529411764705,0.008823529411764706,0.03529411764705882,0.0,0.1676470588235294,0.047058823529411764,0.0
0.666237,02b0,5,0,0,7,34,0,0,0,0,0,3,41,5.125,11.921619017566364,34,0,34,0.00018200000000001548,10.0,0,0,3,2,0,0,0,0,688,0.0,0.0,0.17073170731707318,0.8292682926829268,0.0,0.0,0.0,0.0
0.669711,04f0,8,0,40,0,0,206,210,4,0,0,5,460,57.5,93.88594904761537,210,0,210,0.003473999999999977,10.0,0,2,0,0,5,4,1,0,1264,0.0,0.08695652173913043,0.0,0.0,0.44782608695652176,0.45652173913043476,0.008695652173913044,0.0
0.669922,043f,8,80,96,255,75,140,9,0,0,0,7,655,81.875,86.45302192520514,255,0,255,0.00021100000000007224,10.0,2,2,8,4,3,2,0,0,1087,0.12213740458015267,0.1465648854961832,0.3893129770992366,0.11450381679389313,0.21374045801526717,0.013740458015267175,0.0,0.0
0.670154,0316,8,33,158,10,33,26,0,127,0,0,6,387,48.375,60.1496645282178,158,0,158,0.00023200000000000998,10.0,2,5,2,2,3,0,7,0,790,0.08527131782945736,0.4082687338501292,0.025839793281653745,0.08527131782945736,0.06718346253229975,0.0,0.3281653746770026,0.0
